Entity,Code,Year,Deaths from Infectious diseases
Afghanistan,AFG,1990,57148
Afghanistan,AFG,1991,59643
Afghanistan,AFG,1992,65320
Afghanistan,AFG,1993,73219
Afghanistan,AFG,1994,79205
Afghanistan,AFG,1995,84173
Afghanistan,AFG,1996,86804
Afghanistan,AFG,1997,88647
Afghanistan,AFG,1998,89604
Afghanistan,AFG,1999,88872
Afghanistan,AFG,2000,88177
Afghanistan,AFG,2001,86980
Afghanistan,AFG,2002,89067
Afghanistan,AFG,2003,78786
Afghanistan,AFG,2004,73711
Afghanistan,AFG,2005,70774
Afghanistan,AFG,2006,67383
Afghanistan,AFG,2007,63954
Afghanistan,AFG,2008,62075
Afghanistan,AFG,2009,59703
Afghanistan,AFG,2010,56661
Afghanistan,AFG,2011,54724
Afghanistan,AFG,2012,52807
Afghanistan,AFG,2013,49844
Afghanistan,AFG,2014,48031
African Region (WHO),,1990,3859733
African Region (WHO),,1991,3987338
African Region (WHO),,1992,4091376
African Region (WHO),,1993,4213409
African Region (WHO),,1994,4373652
African Region (WHO),,1995,4520324
African Region (WHO),,1996,4691417
African Region (WHO),,1997,4812734
African Region (WHO),,1998,4934156
African Region (WHO),,1999,5042802
African Region (WHO),,2000,5139817
African Region (WHO),,2001,5205300
African Region (WHO),,2002,5225950
African Region (WHO),,2003,5245604
African Region (WHO),,2004,5205145
African Region (WHO),,2005,5115756
African Region (WHO),,2006,4989831
African Region (WHO),,2007,4839407
African Region (WHO),,2008,4685506
African Region (WHO),,2009,4539450
African Region (WHO),,2010,4397632
African Region (WHO),,2011,4242153
African Region (WHO),,2012,4087334
African Region (WHO),,2013,3947930
African Region (WHO),,2014,3848070
Albania,ALB,1990,2767
Albania,ALB,1991,2634
Albania,ALB,1992,2530
Albania,ALB,1993,2379
Albania,ALB,1994,2188
Albania,ALB,1995,1960
Albania,ALB,1996,1773
Albania,ALB,1997,1598
Albania,ALB,1998,1450
Albania,ALB,1999,1265
Albania,ALB,2000,1097
Albania,ALB,2001,948
Albania,ALB,2002,868
Albania,ALB,2003,816
Albania,ALB,2004,742
Albania,ALB,2005,668
Albania,ALB,2006,592
Albania,ALB,2007,532
Albania,ALB,2008,500
Albania,ALB,2009,471
Albania,ALB,2010,461
Albania,ALB,2011,466
Albania,ALB,2012,477
Albania,ALB,2013,491
Albania,ALB,2014,510
Algeria,DZA,1990,18240
Algeria,DZA,1991,17081
Algeria,DZA,1992,16226
Algeria,DZA,1993,15515
Algeria,DZA,1994,14814
Algeria,DZA,1995,14065
Algeria,DZA,1996,13344
Algeria,DZA,1997,12184
Algeria,DZA,1998,11515
Algeria,DZA,1999,11063
Algeria,DZA,2000,10582
Algeria,DZA,2001,10057
Algeria,DZA,2002,9812
Algeria,DZA,2003,9511
Algeria,DZA,2004,9149
Algeria,DZA,2005,8958
Algeria,DZA,2006,8807
Algeria,DZA,2007,8683
Algeria,DZA,2008,8525
Algeria,DZA,2009,8566
Algeria,DZA,2010,8524
Algeria,DZA,2011,8561
Algeria,DZA,2012,8616
Algeria,DZA,2013,8700
Algeria,DZA,2014,8824
American Samoa,ASM,1990,22
American Samoa,ASM,1991,22
American Samoa,ASM,1992,23
American Samoa,ASM,1993,23
American Samoa,ASM,1994,22
American Samoa,ASM,1995,22
American Samoa,ASM,1996,22
American Samoa,ASM,1997,22
American Samoa,ASM,1998,22
American Samoa,ASM,1999,22
American Samoa,ASM,2000,22
American Samoa,ASM,2001,22
American Samoa,ASM,2002,22
American Samoa,ASM,2003,23
American Samoa,ASM,2004,22
American Samoa,ASM,2005,21
American Samoa,ASM,2006,21
American Samoa,ASM,2007,21
American Samoa,ASM,2008,21
American Samoa,ASM,2009,21
American Samoa,ASM,2010,20
American Samoa,ASM,2011,20
American Samoa,ASM,2012,19
American Samoa,ASM,2013,20
American Samoa,ASM,2014,20
Andorra,AND,1990,8
Andorra,AND,1991,11
Andorra,AND,1992,11
Andorra,AND,1993,12
Andorra,AND,1994,12
Andorra,AND,1995,13
Andorra,AND,1996,14
Andorra,AND,1997,14
Andorra,AND,1998,15
Andorra,AND,1999,15
Andorra,AND,2000,16
Andorra,AND,2001,16
Andorra,AND,2002,17
Andorra,AND,2003,17
Andorra,AND,2004,19
Andorra,AND,2005,19
Andorra,AND,2006,20
Andorra,AND,2007,22
Andorra,AND,2008,22
Andorra,AND,2009,23
Andorra,AND,2010,22
Andorra,AND,2011,23
Andorra,AND,2012,23
Andorra,AND,2013,24
Andorra,AND,2014,24
Angola,AGO,1990,96747
Angola,AGO,1991,98587
Angola,AGO,1992,99912
Angola,AGO,1993,102262
Angola,AGO,1994,104837
Angola,AGO,1995,107535
Angola,AGO,1996,110389
Angola,AGO,1997,112318
Angola,AGO,1998,112154
Angola,AGO,1999,112525
Angola,AGO,2000,113618
Angola,AGO,2001,113826
Angola,AGO,2002,113329
Angola,AGO,2003,112542
Angola,AGO,2004,110806
Angola,AGO,2005,109397
Angola,AGO,2006,109046
Angola,AGO,2007,104502
Angola,AGO,2008,100930
Angola,AGO,2009,98052
Angola,AGO,2010,94474
Angola,AGO,2011,92077
Angola,AGO,2012,89762
Angola,AGO,2013,87302
Angola,AGO,2014,84001
Antigua and Barbuda,ATG,1990,35
Antigua and Barbuda,ATG,1991,34
Antigua and Barbuda,ATG,1992,36
Antigua and Barbuda,ATG,1993,39
Antigua and Barbuda,ATG,1994,41
Antigua and Barbuda,ATG,1995,41
Antigua and Barbuda,ATG,1996,41
Antigua and Barbuda,ATG,1997,38
Antigua and Barbuda,ATG,1998,38
Antigua and Barbuda,ATG,1999,40
Antigua and Barbuda,ATG,2000,42
Antigua and Barbuda,ATG,2001,43
Antigua and Barbuda,ATG,2002,41
Antigua and Barbuda,ATG,2003,40
Antigua and Barbuda,ATG,2004,40
Antigua and Barbuda,ATG,2005,38
Antigua and Barbuda,ATG,2006,39
Antigua and Barbuda,ATG,2007,40
Antigua and Barbuda,ATG,2008,40
Antigua and Barbuda,ATG,2009,38
Antigua and Barbuda,ATG,2010,38
Antigua and Barbuda,ATG,2011,38
Antigua and Barbuda,ATG,2012,38
Antigua and Barbuda,ATG,2013,37
Antigua and Barbuda,ATG,2014,41
Argentina,ARG,1990,14553
Argentina,ARG,1991,14865
Argentina,ARG,1992,15378
Argentina,ARG,1993,15782
Argentina,ARG,1994,16346
Argentina,ARG,1995,17659
Argentina,ARG,1996,18869
Argentina,ARG,1997,20176
Argentina,ARG,1998,21475
Argentina,ARG,1999,22718
Argentina,ARG,2000,23474
Argentina,ARG,2001,24911
Argentina,ARG,2002,26553
Argentina,ARG,2003,28133
Argentina,ARG,2004,28525
Argentina,ARG,2005,28831
Argentina,ARG,2006,29852
Argentina,ARG,2007,31632
Argentina,ARG,2008,31829
Argentina,ARG,2009,33039
Argentina,ARG,2010,34705
Argentina,ARG,2011,36051
Argentina,ARG,2012,37065
Argentina,ARG,2013,38679
Argentina,ARG,2014,39797
Armenia,ARM,1990,1725
Armenia,ARM,1991,1608
Armenia,ARM,1992,1565
Armenia,ARM,1993,1470
Armenia,ARM,1994,1349
Armenia,ARM,1995,1216
Armenia,ARM,1996,1111
Armenia,ARM,1997,1008
Armenia,ARM,1998,926
Armenia,ARM,1999,871
Armenia,ARM,2000,807
Armenia,ARM,2001,766
Armenia,ARM,2002,740
Armenia,ARM,2003,731
Armenia,ARM,2004,745
Armenia,ARM,2005,774
Armenia,ARM,2006,861
Armenia,ARM,2007,818
Armenia,ARM,2008,836
Armenia,ARM,2009,814
Armenia,ARM,2010,816
Armenia,ARM,2011,787
Armenia,ARM,2012,751
Armenia,ARM,2013,729
Armenia,ARM,2014,738
Australia,AUS,1990,2586
Australia,AUS,1991,2645
Australia,AUS,1992,2771
Australia,AUS,1993,2886
Australia,AUS,1994,3007
Australia,AUS,1995,3073
Australia,AUS,1996,3240
Australia,AUS,1997,3311
Australia,AUS,1998,3181
Australia,AUS,1999,3242
Australia,AUS,2000,3452
Australia,AUS,2001,3550
Australia,AUS,2002,3705
Australia,AUS,2003,3802
Australia,AUS,2004,3754
Australia,AUS,2005,3603
Australia,AUS,2006,3581
Australia,AUS,2007,3566
Australia,AUS,2008,3473
Australia,AUS,2009,3471
Australia,AUS,2010,3578
Australia,AUS,2011,3764
Australia,AUS,2012,3890
Australia,AUS,2013,4000
Australia,AUS,2014,4235
Austria,AUT,1990,1740
Austria,AUT,1991,1701
Austria,AUT,1992,1696
Austria,AUT,1993,1617
Austria,AUT,1994,1570
Austria,AUT,1995,1503
Austria,AUT,1996,1460
Austria,AUT,1997,1397
Austria,AUT,1998,1406
Austria,AUT,1999,1425
Austria,AUT,2000,1415
Austria,AUT,2001,1386
Austria,AUT,2002,1402
Austria,AUT,2003,1445
Austria,AUT,2004,1429
Austria,AUT,2005,1450
Austria,AUT,2006,1390
Austria,AUT,2007,1380
Austria,AUT,2008,1330
Austria,AUT,2009,1303
Austria,AUT,2010,1289
Austria,AUT,2011,1272
Austria,AUT,2012,1272
Austria,AUT,2013,1298
Austria,AUT,2014,1313
Azerbaijan,AZE,1990,12068
Azerbaijan,AZE,1991,11924
Azerbaijan,AZE,1992,11873
Azerbaijan,AZE,1993,11654
Azerbaijan,AZE,1994,11424
Azerbaijan,AZE,1995,10775
Azerbaijan,AZE,1996,10215
Azerbaijan,AZE,1997,9730
Azerbaijan,AZE,1998,9361
Azerbaijan,AZE,1999,8916
Azerbaijan,AZE,2000,8366
Azerbaijan,AZE,2001,7711
Azerbaijan,AZE,2002,7277
Azerbaijan,AZE,2003,7011
Azerbaijan,AZE,2004,6761
Azerbaijan,AZE,2005,6473
Azerbaijan,AZE,2006,6048
Azerbaijan,AZE,2007,5587
Azerbaijan,AZE,2008,5384
Azerbaijan,AZE,2009,5203
Azerbaijan,AZE,2010,5086
Azerbaijan,AZE,2011,4933
Azerbaijan,AZE,2012,4765
Azerbaijan,AZE,2013,4589
Azerbaijan,AZE,2014,4441
Bahamas,BHS,1990,156
Bahamas,BHS,1991,180
Bahamas,BHS,1992,210
Bahamas,BHS,1993,254
Bahamas,BHS,1994,284
Bahamas,BHS,1995,289
Bahamas,BHS,1996,329
Bahamas,BHS,1997,293
Bahamas,BHS,1998,282
Bahamas,BHS,1999,358
Bahamas,BHS,2000,351
Bahamas,BHS,2001,358
Bahamas,BHS,2002,319
Bahamas,BHS,2003,299
Bahamas,BHS,2004,296
Bahamas,BHS,2005,257
Bahamas,BHS,2006,275
Bahamas,BHS,2007,233
Bahamas,BHS,2008,230
Bahamas,BHS,2009,232
Bahamas,BHS,2010,221
Bahamas,BHS,2011,220
Bahamas,BHS,2012,223
Bahamas,BHS,2013,219
Bahamas,BHS,2014,224
Bahrain,BHR,1990,90
Bahrain,BHR,1991,91
Bahrain,BHR,1992,91
Bahrain,BHR,1993,88
Bahrain,BHR,1994,88
Bahrain,BHR,1995,87
Bahrain,BHR,1996,85
Bahrain,BHR,1997,85
Bahrain,BHR,1998,85
Bahrain,BHR,1999,86
Bahrain,BHR,2000,84
Bahrain,BHR,2001,83
Bahrain,BHR,2002,91
Bahrain,BHR,2003,100
Bahrain,BHR,2004,107
Bahrain,BHR,2005,113
Bahrain,BHR,2006,116
Bahrain,BHR,2007,118
Bahrain,BHR,2008,119
Bahrain,BHR,2009,119
Bahrain,BHR,2010,118
Bahrain,BHR,2011,117
Bahrain,BHR,2012,117
Bahrain,BHR,2013,116
Bahrain,BHR,2014,115
Bangladesh,BGD,1990,456916
Bangladesh,BGD,1991,437356
Bangladesh,BGD,1992,409233
Bangladesh,BGD,1993,386941
Bangladesh,BGD,1994,364052
Bangladesh,BGD,1995,345152
Bangladesh,BGD,1996,322117
Bangladesh,BGD,1997,305999
Bangladesh,BGD,1998,289423
Bangladesh,BGD,1999,274565
Bangladesh,BGD,2000,256658
Bangladesh,BGD,2001,244368
Bangladesh,BGD,2002,233745
Bangladesh,BGD,2003,224761
Bangladesh,BGD,2004,214228
Bangladesh,BGD,2005,202004
Bangladesh,BGD,2006,190439
Bangladesh,BGD,2007,177384
Bangladesh,BGD,2008,169382
Bangladesh,BGD,2009,158636
Bangladesh,BGD,2010,153292
Bangladesh,BGD,2011,143324
Bangladesh,BGD,2012,132359
Bangladesh,BGD,2013,128935
Bangladesh,BGD,2014,129422
Barbados,BRB,1990,157
Barbados,BRB,1991,151
Barbados,BRB,1992,161
Barbados,BRB,1993,169
Barbados,BRB,1994,187
Barbados,BRB,1995,190
Barbados,BRB,1996,187
Barbados,BRB,1997,191
Barbados,BRB,1998,196
Barbados,BRB,1999,202
Barbados,BRB,2000,219
Barbados,BRB,2001,215
Barbados,BRB,2002,214
Barbados,BRB,2003,211
Barbados,BRB,2004,214
Barbados,BRB,2005,211
Barbados,BRB,2006,207
Barbados,BRB,2007,202
Barbados,BRB,2008,196
Barbados,BRB,2009,186
Barbados,BRB,2010,187
Barbados,BRB,2011,189
Barbados,BRB,2012,187
Barbados,BRB,2013,186
Barbados,BRB,2014,191
Belarus,BLR,1990,2204
Belarus,BLR,1991,2210
Belarus,BLR,1992,2224
Belarus,BLR,1993,2373
Belarus,BLR,1994,2430
Belarus,BLR,1995,2546
Belarus,BLR,1996,2532
Belarus,BLR,1997,2611
Belarus,BLR,1998,2709
Belarus,BLR,1999,2871
Belarus,BLR,2000,2667
Belarus,BLR,2001,2755
Belarus,BLR,2002,2937
Belarus,BLR,2003,2893
Belarus,BLR,2004,2829
Belarus,BLR,2005,2924
Belarus,BLR,2006,2845
Belarus,BLR,2007,2720
Belarus,BLR,2008,2710
Belarus,BLR,2009,2783
Belarus,BLR,2010,2790
Belarus,BLR,2011,2812
Belarus,BLR,2012,2425
Belarus,BLR,2013,2273
Belarus,BLR,2014,2178
Belgium,BEL,1990,4127
Belgium,BEL,1991,4185
Belgium,BEL,1992,4190
Belgium,BEL,1993,4408
Belgium,BEL,1994,4515
Belgium,BEL,1995,4757
Belgium,BEL,1996,4991
Belgium,BEL,1997,5153
Belgium,BEL,1998,5430
Belgium,BEL,1999,5707
Belgium,BEL,2000,6013
Belgium,BEL,2001,6093
Belgium,BEL,2002,6336
Belgium,BEL,2003,6501
Belgium,BEL,2004,6398
Belgium,BEL,2005,6505
Belgium,BEL,2006,6419
Belgium,BEL,2007,6469
Belgium,BEL,2008,6625
Belgium,BEL,2009,6581
Belgium,BEL,2010,6565
Belgium,BEL,2011,6603
Belgium,BEL,2012,6778
Belgium,BEL,2013,6899
Belgium,BEL,2014,6826
Belize,BLZ,1990,154
Belize,BLZ,1991,141
Belize,BLZ,1992,141
Belize,BLZ,1993,146
Belize,BLZ,1994,152
Belize,BLZ,1995,148
Belize,BLZ,1996,161
Belize,BLZ,1997,162
Belize,BLZ,1998,172
Belize,BLZ,1999,188
Belize,BLZ,2000,197
Belize,BLZ,2001,185
Belize,BLZ,2002,196
Belize,BLZ,2003,201
Belize,BLZ,2004,205
Belize,BLZ,2005,189
Belize,BLZ,2006,190
Belize,BLZ,2007,182
Belize,BLZ,2008,175
Belize,BLZ,2009,187
Belize,BLZ,2010,193
Belize,BLZ,2011,193
Belize,BLZ,2012,192
Belize,BLZ,2013,197
Belize,BLZ,2014,213
Benin,BEN,1990,34943
Benin,BEN,1991,35405
Benin,BEN,1992,35322
Benin,BEN,1993,35536
Benin,BEN,1994,36172
Benin,BEN,1995,36508
Benin,BEN,1996,37511
Benin,BEN,1997,37975
Benin,BEN,1998,38811
Benin,BEN,1999,39429
Benin,BEN,2000,40407
Benin,BEN,2001,41600
Benin,BEN,2002,41694
Benin,BEN,2003,42586
Benin,BEN,2004,43061
Benin,BEN,2005,43556
Benin,BEN,2006,43940
Benin,BEN,2007,44411
Benin,BEN,2008,43620
Benin,BEN,2009,42590
Benin,BEN,2010,42143
Benin,BEN,2011,41982
Benin,BEN,2012,41884
Benin,BEN,2013,42289
Benin,BEN,2014,42825
Bermuda,BMU,1990,31
Bermuda,BMU,1991,27
Bermuda,BMU,1992,28
Bermuda,BMU,1993,31
Bermuda,BMU,1994,31
Bermuda,BMU,1995,26
Bermuda,BMU,1996,33
Bermuda,BMU,1997,27
Bermuda,BMU,1998,27
Bermuda,BMU,1999,29
Bermuda,BMU,2000,32
Bermuda,BMU,2001,29
Bermuda,BMU,2002,29
Bermuda,BMU,2003,28
Bermuda,BMU,2004,26
Bermuda,BMU,2005,24
Bermuda,BMU,2006,23
Bermuda,BMU,2007,22
Bermuda,BMU,2008,23
Bermuda,BMU,2009,22
Bermuda,BMU,2010,22
Bermuda,BMU,2011,22
Bermuda,BMU,2012,22
Bermuda,BMU,2013,23
Bermuda,BMU,2014,24
Bhutan,BTN,1990,2616
Bhutan,BTN,1991,2436
Bhutan,BTN,1992,2236
Bhutan,BTN,1993,2059
Bhutan,BTN,1994,1919
Bhutan,BTN,1995,1785
Bhutan,BTN,1996,1646
Bhutan,BTN,1997,1533
Bhutan,BTN,1998,1426
Bhutan,BTN,1999,1380
Bhutan,BTN,2000,1257
Bhutan,BTN,2001,1181
Bhutan,BTN,2002,1117
Bhutan,BTN,2003,1027
Bhutan,BTN,2004,962
Bhutan,BTN,2005,917
Bhutan,BTN,2006,898
Bhutan,BTN,2007,801
Bhutan,BTN,2008,760
Bhutan,BTN,2009,736
Bhutan,BTN,2010,701
Bhutan,BTN,2011,678
Bhutan,BTN,2012,666
Bhutan,BTN,2013,650
Bhutan,BTN,2014,635
Bolivia,BOL,1990,20996
Bolivia,BOL,1991,20647
Bolivia,BOL,1992,19991
Bolivia,BOL,1993,19322
Bolivia,BOL,1994,18425
Bolivia,BOL,1995,17928
Bolivia,BOL,1996,17348
Bolivia,BOL,1997,16607
Bolivia,BOL,1998,15987
Bolivia,BOL,1999,15627
Bolivia,BOL,2000,14931
Bolivia,BOL,2001,14319
Bolivia,BOL,2002,13814
Bolivia,BOL,2003,13291
Bolivia,BOL,2004,12818
Bolivia,BOL,2005,12525
Bolivia,BOL,2006,12218
Bolivia,BOL,2007,11965
Bolivia,BOL,2008,11818
Bolivia,BOL,2009,11742
Bolivia,BOL,2010,11642
Bolivia,BOL,2011,11602
Bolivia,BOL,2012,11563
Bolivia,BOL,2013,11603
Bolivia,BOL,2014,11724
Bosnia and Herzegovina,BIH,1990,1007
Bosnia and Herzegovina,BIH,1991,1062
Bosnia and Herzegovina,BIH,1992,1067
Bosnia and Herzegovina,BIH,1993,1076
Bosnia and Herzegovina,BIH,1994,1071
Bosnia and Herzegovina,BIH,1995,1052
Bosnia and Herzegovina,BIH,1996,991
Bosnia and Herzegovina,BIH,1997,919
Bosnia and Herzegovina,BIH,1998,810
Bosnia and Herzegovina,BIH,1999,748
Bosnia and Herzegovina,BIH,2000,722
Bosnia and Herzegovina,BIH,2001,722
Bosnia and Herzegovina,BIH,2002,711
Bosnia and Herzegovina,BIH,2003,679
Bosnia and Herzegovina,BIH,2004,654
Bosnia and Herzegovina,BIH,2005,657
Bosnia and Herzegovina,BIH,2006,630
Bosnia and Herzegovina,BIH,2007,638
Bosnia and Herzegovina,BIH,2008,593
Bosnia and Herzegovina,BIH,2009,583
Bosnia and Herzegovina,BIH,2010,573
Bosnia and Herzegovina,BIH,2011,575
Bosnia and Herzegovina,BIH,2012,567
Bosnia and Herzegovina,BIH,2013,573
Bosnia and Herzegovina,BIH,2014,578
Botswana,BWA,1990,4444
Botswana,BWA,1991,5123
Botswana,BWA,1992,6095
Botswana,BWA,1993,7441
Botswana,BWA,1994,9019
Botswana,BWA,1995,10815
Botswana,BWA,1996,12768
Botswana,BWA,1997,14720
Botswana,BWA,1998,16581
Botswana,BWA,1999,18309
Botswana,BWA,2000,19846
Botswana,BWA,2001,21004
Botswana,BWA,2002,21502
Botswana,BWA,2003,20887
Botswana,BWA,2004,18889
Botswana,BWA,2005,16441
Botswana,BWA,2006,15109
Botswana,BWA,2007,13534
Botswana,BWA,2008,12596
Botswana,BWA,2009,11532
Botswana,BWA,2010,10901
Botswana,BWA,2011,10494
Botswana,BWA,2012,10030
Botswana,BWA,2013,9582
Botswana,BWA,2014,9293
Brazil,BRA,1990,155969
Brazil,BRA,1991,150832
Brazil,BRA,1992,147653
Brazil,BRA,1993,146644
Brazil,BRA,1994,144131
Brazil,BRA,1995,140543
Brazil,BRA,1996,134548
Brazil,BRA,1997,125909
Brazil,BRA,1998,121358
Brazil,BRA,1999,117243
Brazil,BRA,2000,113610
Brazil,BRA,2001,111110
Brazil,BRA,2002,110102
Brazil,BRA,2003,110198
Brazil,BRA,2004,109885
Brazil,BRA,2005,108909
Brazil,BRA,2006,109293
Brazil,BRA,2007,110390
Brazil,BRA,2008,112277
Brazil,BRA,2009,114909
Brazil,BRA,2010,116954
Brazil,BRA,2011,118538
Brazil,BRA,2012,119529
Brazil,BRA,2013,122454
Brazil,BRA,2014,124090
Brunei,BRN,1990,75
Brunei,BRN,1991,75
Brunei,BRN,1992,73
Brunei,BRN,1993,72
Brunei,BRN,1994,69
Brunei,BRN,1995,68
Brunei,BRN,1996,66
Brunei,BRN,1997,67
Brunei,BRN,1998,67
Brunei,BRN,1999,70
Brunei,BRN,2000,70
Brunei,BRN,2001,70
Brunei,BRN,2002,71
Brunei,BRN,2003,74
Brunei,BRN,2004,77
Brunei,BRN,2005,77
Brunei,BRN,2006,79
Brunei,BRN,2007,81
Brunei,BRN,2008,83
Brunei,BRN,2009,87
Brunei,BRN,2010,91
Brunei,BRN,2011,96
Brunei,BRN,2012,101
Brunei,BRN,2013,106
Brunei,BRN,2014,111
Bulgaria,BGR,1990,4734
Bulgaria,BGR,1991,4517
Bulgaria,BGR,1992,4453
Bulgaria,BGR,1993,4440
Bulgaria,BGR,1994,4529
Bulgaria,BGR,1995,4404
Bulgaria,BGR,1996,4419
Bulgaria,BGR,1997,4411
Bulgaria,BGR,1998,4077
Bulgaria,BGR,1999,3738
Bulgaria,BGR,2000,3528
Bulgaria,BGR,2001,3250
Bulgaria,BGR,2002,3051
Bulgaria,BGR,2003,2934
Bulgaria,BGR,2004,2832
Bulgaria,BGR,2005,2867
Bulgaria,BGR,2006,2835
Bulgaria,BGR,2007,2771
Bulgaria,BGR,2008,2692
Bulgaria,BGR,2009,2594
Bulgaria,BGR,2010,2494
Bulgaria,BGR,2011,2405
Bulgaria,BGR,2012,2338
Bulgaria,BGR,2013,2263
Bulgaria,BGR,2014,2323
Burkina Faso,BFA,1990,101034
Burkina Faso,BFA,1991,103859
Burkina Faso,BFA,1992,106700
Burkina Faso,BFA,1993,108547
Burkina Faso,BFA,1994,110482
Burkina Faso,BFA,1995,112266
Burkina Faso,BFA,1996,120926
Burkina Faso,BFA,1997,117398
Burkina Faso,BFA,1998,113821
Burkina Faso,BFA,1999,113535
Burkina Faso,BFA,2000,112772
Burkina Faso,BFA,2001,114489
Burkina Faso,BFA,2002,113650
Burkina Faso,BFA,2003,112855
Burkina Faso,BFA,2004,111015
Burkina Faso,BFA,2005,109391
Burkina Faso,BFA,2006,107505
Burkina Faso,BFA,2007,108646
Burkina Faso,BFA,2008,107325
Burkina Faso,BFA,2009,107900
Burkina Faso,BFA,2010,107811
Burkina Faso,BFA,2011,107775
Burkina Faso,BFA,2012,107132
Burkina Faso,BFA,2013,105386
Burkina Faso,BFA,2014,103282
Burundi,BDI,1990,56440
Burundi,BDI,1991,58211
Burundi,BDI,1992,60362
Burundi,BDI,1993,61018
Burundi,BDI,1994,63245
Burundi,BDI,1995,64784
Burundi,BDI,1996,65207
Burundi,BDI,1997,65007
Burundi,BDI,1998,64645
Burundi,BDI,1999,63995
Burundi,BDI,2000,63449
Burundi,BDI,2001,61532
Burundi,BDI,2002,59070
Burundi,BDI,2003,56549
Burundi,BDI,2004,53993
Burundi,BDI,2005,51489
Burundi,BDI,2006,49468
Burundi,BDI,2007,47924
Burundi,BDI,2008,47092
Burundi,BDI,2009,46119
Burundi,BDI,2010,44508
Burundi,BDI,2011,42943
Burundi,BDI,2012,41443
Burundi,BDI,2013,40194
Burundi,BDI,2014,39327
Cambodia,KHM,1990,51580
Cambodia,KHM,1991,51114
Cambodia,KHM,1992,50536
Cambodia,KHM,1993,50212
Cambodia,KHM,1994,50159
Cambodia,KHM,1995,49772
Cambodia,KHM,1996,49358
Cambodia,KHM,1997,48974
Cambodia,KHM,1998,48926
Cambodia,KHM,1999,47869
Cambodia,KHM,2000,47323
Cambodia,KHM,2001,45752
Cambodia,KHM,2002,43736
Cambodia,KHM,2003,41960
Cambodia,KHM,2004,39894
Cambodia,KHM,2005,37644
Cambodia,KHM,2006,35787
Cambodia,KHM,2007,33741
Cambodia,KHM,2008,31867
Cambodia,KHM,2009,30695
Cambodia,KHM,2010,29402
Cambodia,KHM,2011,28306
Cambodia,KHM,2012,27108
Cambodia,KHM,2013,26298
Cambodia,KHM,2014,25573
Cameroon,CMR,1990,65758
Cameroon,CMR,1991,68251
Cameroon,CMR,1992,71778
Cameroon,CMR,1993,75441
Cameroon,CMR,1994,78612
Cameroon,CMR,1995,83098
Cameroon,CMR,1996,88352
Cameroon,CMR,1997,93780
Cameroon,CMR,1998,99926
Cameroon,CMR,1999,105846
Cameroon,CMR,2000,112045
Cameroon,CMR,2001,118266
Cameroon,CMR,2002,122056
Cameroon,CMR,2003,126315
Cameroon,CMR,2004,129069
Cameroon,CMR,2005,130226
Cameroon,CMR,2006,130824
Cameroon,CMR,2007,131515
Cameroon,CMR,2008,130238
Cameroon,CMR,2009,128293
Cameroon,CMR,2010,126398
Cameroon,CMR,2011,124660
Cameroon,CMR,2012,121858
Cameroon,CMR,2013,120959
Cameroon,CMR,2014,120274
Canada,CAN,1990,8068
Canada,CAN,1991,8389
Canada,CAN,1992,8737
Canada,CAN,1993,9163
Canada,CAN,1994,9461
Canada,CAN,1995,10000
Canada,CAN,1996,9770
Canada,CAN,1997,9355
Canada,CAN,1998,9252
Canada,CAN,1999,8905
Canada,CAN,2000,8312
Canada,CAN,2001,7982
Canada,CAN,2002,7948
Canada,CAN,2003,8063
Canada,CAN,2004,8245
Canada,CAN,2005,8476
Canada,CAN,2006,8536
Canada,CAN,2007,8764
Canada,CAN,2008,8917
Canada,CAN,2009,9052
Canada,CAN,2010,9226
Canada,CAN,2011,9428
Canada,CAN,2012,9654
Canada,CAN,2013,9903
Canada,CAN,2014,10273
Cape Verde,CPV,1990,849
Cape Verde,CPV,1991,874
Cape Verde,CPV,1992,880
Cape Verde,CPV,1993,888
Cape Verde,CPV,1994,908
Cape Verde,CPV,1995,1083
Cape Verde,CPV,1996,887
Cape Verde,CPV,1997,884
Cape Verde,CPV,1998,866
Cape Verde,CPV,1999,858
Cape Verde,CPV,2000,827
Cape Verde,CPV,2001,802
Cape Verde,CPV,2002,781
Cape Verde,CPV,2003,759
Cape Verde,CPV,2004,732
Cape Verde,CPV,2005,697
Cape Verde,CPV,2006,631
Cape Verde,CPV,2007,590
Cape Verde,CPV,2008,563
Cape Verde,CPV,2009,554
Cape Verde,CPV,2010,525
Cape Verde,CPV,2011,511
Cape Verde,CPV,2012,501
Cape Verde,CPV,2013,483
Cape Verde,CPV,2014,472
Central African Republic,CAF,1990,27323
Central African Republic,CAF,1991,28845
Central African Republic,CAF,1992,31110
Central African Republic,CAF,1993,33326
Central African Republic,CAF,1994,35611
Central African Republic,CAF,1995,37914
Central African Republic,CAF,1996,39677
Central African Republic,CAF,1997,41479
Central African Republic,CAF,1998,42570
Central African Republic,CAF,1999,43545
Central African Republic,CAF,2000,44649
Central African Republic,CAF,2001,45061
Central African Republic,CAF,2002,45102
Central African Republic,CAF,2003,45487
Central African Republic,CAF,2004,45809
Central African Republic,CAF,2005,45833
Central African Republic,CAF,2006,45230
Central African Republic,CAF,2007,44787
Central African Republic,CAF,2008,43932
Central African Republic,CAF,2009,43168
Central African Republic,CAF,2010,42763
Central African Republic,CAF,2011,42441
Central African Republic,CAF,2012,42041
Central African Republic,CAF,2013,41771
