Entity,Code,Year,Deaths that are from all causes attributed to smoking
Turkey,TUR,2008,69302.42
Turkey,TUR,2009,74767.31
Turkey,TUR,2010,77754.82
Turkey,TUR,2011,80049.625
Turkey,TUR,2012,81040.234
Turkey,TUR,2013,82736.336
Turkey,TUR,2014,84719.77
Turkmenistan,TKM,1990,3134.3782
Turkmenistan,TKM,1991,3278.7908
Turkmenistan,TKM,1992,3266.0017
Turkmenistan,TKM,1993,3814.831
Turkmenistan,TKM,1994,3916.0808
Turkmenistan,TKM,1995,3804.4773
Turkmenistan,TKM,1996,3991.5916
Turkmenistan,TKM,1997,3969.045
Turkmenistan,TKM,1998,3875.0923
Turkmenistan,TKM,1999,3653.196
Turkmenistan,TKM,2000,3478.7742
Turkmenistan,TKM,2001,3439.6433
Turkmenistan,TKM,2002,3591.417
Turkmenistan,TKM,2003,3761.4736
Turkmenistan,TKM,2004,3943.581
Turkmenistan,TKM,2005,4131.539
Turkmenistan,TKM,2006,4073.904
Turkmenistan,TKM,2007,4037.6287
Turkmenistan,TKM,2008,3861.7195
Turkmenistan,TKM,2009,3464.7761
Turkmenistan,TKM,2010,3347.7463
Turkmenistan,TKM,2011,3393.4224
Turkmenistan,TKM,2012,3432.17
Turkmenistan,TKM,2013,3627.9238
Turkmenistan,TKM,2014,3776.1145
Tuvalu,TUV,1990,15.705739
Tuvalu,TUV,1991,15.689806
Tuvalu,TUV,1992,15.663683
Tuvalu,TUV,1993,15.598434
Tuvalu,TUV,1994,15.418576
Tuvalu,TUV,1995,15.459771
Tuvalu,TUV,1996,15.502431
Tuvalu,TUV,1997,15.5665045
Tuvalu,TUV,1998,15.43211
Tuvalu,TUV,1999,15.312706
Tuvalu,TUV,2000,15.0960865
Tuvalu,TUV,2001,14.936264
Tuvalu,TUV,2002,14.868573
Tuvalu,TUV,2003,14.87373
Tuvalu,TUV,2004,14.8912735
Tuvalu,TUV,2005,14.956536
Tuvalu,TUV,2006,15.065251
Tuvalu,TUV,2007,15.205895
Tuvalu,TUV,2008,15.327957
Tuvalu,TUV,2009,15.443277
Tuvalu,TUV,2010,15.5859375
Tuvalu,TUV,2011,15.730865
Tuvalu,TUV,2012,15.868896
Tuvalu,TUV,2013,15.987658
Tuvalu,TUV,2014,16.1022
Uganda,UGA,1990,3861.835
Uganda,UGA,1991,4106.3433
Uganda,UGA,1992,4281.9385
Uganda,UGA,1993,4515.2417
Uganda,UGA,1994,4733.0244
Uganda,UGA,1995,4918.102
Uganda,UGA,1996,5106.485
Uganda,UGA,1997,5243.803
Uganda,UGA,1998,5414.354
Uganda,UGA,1999,5529.635
Uganda,UGA,2000,5639.4395
Uganda,UGA,2001,5695.575
Uganda,UGA,2002,5701.849
Uganda,UGA,2003,5708.108
Uganda,UGA,2004,5745.7695
Uganda,UGA,2005,5724.1953
Uganda,UGA,2006,5706.723
Uganda,UGA,2007,5713.0366
Uganda,UGA,2008,5683.884
Uganda,UGA,2009,5711.4194
Uganda,UGA,2010,5728.022
Uganda,UGA,2011,5769.8145
Uganda,UGA,2012,5846.21
Uganda,UGA,2013,5946.955
Uganda,UGA,2014,6012.367
Ukraine,UKR,1990,112301.62
Ukraine,UKR,1991,119450.23
Ukraine,UKR,1992,126697.414
Ukraine,UKR,1993,131635.56
Ukraine,UKR,1994,137226.3
Ukraine,UKR,1995,147124.36
Ukraine,UKR,1996,143340.84
Ukraine,UKR,1997,136318.98
Ukraine,UKR,1998,126539.484
Ukraine,UKR,1999,130171.61
Ukraine,UKR,2000,134151.61
Ukraine,UKR,2001,130869.22
Ukraine,UKR,2002,132299.02
Ukraine,UKR,2003,129915.23
Ukraine,UKR,2004,131449.08
Ukraine,UKR,2005,131970.95
Ukraine,UKR,2006,124226.81
Ukraine,UKR,2007,126977.07
Ukraine,UKR,2008,126324.195
Ukraine,UKR,2009,112167.96
Ukraine,UKR,2010,108255.27
Ukraine,UKR,2011,104623.26
Ukraine,UKR,2012,104931.41
Ukraine,UKR,2013,104100.125
Ukraine,UKR,2014,97369.805
United Arab Emirates,ARE,1990,521.8056
United Arab Emirates,ARE,1991,561.78046
United Arab Emirates,ARE,1992,605.3556
United Arab Emirates,ARE,1993,653.4089
United Arab Emirates,ARE,1994,707.5875
United Arab Emirates,ARE,1995,755.0691
United Arab Emirates,ARE,1996,796.86676
United Arab Emirates,ARE,1997,834.67804
United Arab Emirates,ARE,1998,865.1488
United Arab Emirates,ARE,1999,903.6456
United Arab Emirates,ARE,2000,957.0001
United Arab Emirates,ARE,2001,985.3777
United Arab Emirates,ARE,2002,1019.1463
United Arab Emirates,ARE,2003,1045.8452
United Arab Emirates,ARE,2004,1092.3208
United Arab Emirates,ARE,2005,1141.8129
United Arab Emirates,ARE,2006,1200.4241
United Arab Emirates,ARE,2007,1251.9725
United Arab Emirates,ARE,2008,1340.814
United Arab Emirates,ARE,2009,1479.9211
United Arab Emirates,ARE,2010,1633.5352
United Arab Emirates,ARE,2011,1804.104
United Arab Emirates,ARE,2012,1996.2649
United Arab Emirates,ARE,2013,2213.9011
United Arab Emirates,ARE,2014,2413.8762
United Kingdom,GBR,1990,181329.47
United Kingdom,GBR,1991,178677.92
United Kingdom,GBR,1992,176159.42
United Kingdom,GBR,1993,175996.52
United Kingdom,GBR,1994,170935.17
United Kingdom,GBR,1995,169547.42
United Kingdom,GBR,1996,166062.86
United Kingdom,GBR,1997,162191.97
United Kingdom,GBR,1998,159817.61
United Kingdom,GBR,1999,157536.64
United Kingdom,GBR,2000,151461.23
United Kingdom,GBR,2001,146216.95
United Kingdom,GBR,2002,144369.31
United Kingdom,GBR,2003,142031.48
United Kingdom,GBR,2004,136758.06
United Kingdom,GBR,2005,132960
United Kingdom,GBR,2006,129810.61
United Kingdom,GBR,2007,127162.84
United Kingdom,GBR,2008,125070.984
United Kingdom,GBR,2009,121234.49
United Kingdom,GBR,2010,118833.4
United Kingdom,GBR,2011,117077.3
United Kingdom,GBR,2012,116432.31
United Kingdom,GBR,2013,116044.445
United Kingdom,GBR,2014,114209.01
United States,USA,1990,515412.03
United States,USA,1991,514215.22
United States,USA,1992,511959.4
United States,USA,1993,520781.75
United States,USA,1994,521049.38
United States,USA,1995,523810.75
United States,USA,1996,519031.16
United States,USA,1997,514323.1
United States,USA,1998,514248.47
United States,USA,1999,517306.12
United States,USA,2000,515704.6
United States,USA,2001,513370.56
United States,USA,2002,512205.53
United States,USA,2003,507154.88
United States,USA,2004,495704.78
United States,USA,2005,495192.3
United States,USA,2006,489860.06
United States,USA,2007,484575.3
United States,USA,2008,485556.88
United States,USA,2009,481935.78
United States,USA,2010,477588.28
United States,USA,2011,480564.44
United States,USA,2012,481186.38
United States,USA,2013,483704.22
United States,USA,2014,486227.34
United States Virgin Islands,VIR,1990,50.79514
United States Virgin Islands,VIR,1991,51.264744
United States Virgin Islands,VIR,1992,52.643204
United States Virgin Islands,VIR,1993,54.4681
United States Virgin Islands,VIR,1994,56.72685
United States Virgin Islands,VIR,1995,56.465332
United States Virgin Islands,VIR,1996,58.081974
United States Virgin Islands,VIR,1997,58.873405
United States Virgin Islands,VIR,1998,60.14685
United States Virgin Islands,VIR,1999,62.613705
United States Virgin Islands,VIR,2000,63.666336
United States Virgin Islands,VIR,2001,65.543785
United States Virgin Islands,VIR,2002,66.76055
United States Virgin Islands,VIR,2003,68.34264
United States Virgin Islands,VIR,2004,70.18388
United States Virgin Islands,VIR,2005,71.88808
United States Virgin Islands,VIR,2006,76.55457
United States Virgin Islands,VIR,2007,94.0324
United States Virgin Islands,VIR,2008,96.46449
United States Virgin Islands,VIR,2009,98.5859
United States Virgin Islands,VIR,2010,100.697174
United States Virgin Islands,VIR,2011,102.45358
United States Virgin Islands,VIR,2012,104.32598
United States Virgin Islands,VIR,2013,105.639755
United States Virgin Islands,VIR,2014,106.844864
Uruguay,URY,1990,5320.7314
Uruguay,URY,1991,5173.1836
Uruguay,URY,1992,5273.9985
Uruguay,URY,1993,5356.8506
Uruguay,URY,1994,5288.342
Uruguay,URY,1995,5340.293
Uruguay,URY,1996,5293.156
Uruguay,URY,1997,5220.441
Uruguay,URY,1998,5319.579
Uruguay,URY,1999,5319.79
Uruguay,URY,2000,5198.2285
Uruguay,URY,2001,5169.4834
Uruguay,URY,2002,5204.6714
Uruguay,URY,2003,5253.9917
Uruguay,URY,2004,5203.0977
Uruguay,URY,2005,5134.192
Uruguay,URY,2006,5039.821
Uruguay,URY,2007,5202.6245
Uruguay,URY,2008,5020.5513
Uruguay,URY,2009,4965.125
Uruguay,URY,2010,4990.423
Uruguay,URY,2011,5042.302
Uruguay,URY,2012,5011.885
Uruguay,URY,2013,4933.7246
Uruguay,URY,2014,4842.409
Uzbekistan,UZB,1990,9277.947
Uzbekistan,UZB,1991,9602.775
Uzbekistan,UZB,1992,10091.883
Uzbekistan,UZB,1993,11032.175
Uzbekistan,UZB,1994,11847.664
Uzbekistan,UZB,1995,12407.427
Uzbekistan,UZB,1996,12936.056
Uzbekistan,UZB,1997,12707.965
Uzbekistan,UZB,1998,12646.142
Uzbekistan,UZB,1999,12729.464
Uzbekistan,UZB,2000,13408.581
Uzbekistan,UZB,2001,13883.804
Uzbekistan,UZB,2002,14496.802
Uzbekistan,UZB,2003,15102.702
Uzbekistan,UZB,2004,15561.399
Uzbekistan,UZB,2005,16518.156
Uzbekistan,UZB,2006,16333.795
Uzbekistan,UZB,2007,16650.4
Uzbekistan,UZB,2008,16971.053
Uzbekistan,UZB,2009,16963.977
Uzbekistan,UZB,2010,17294.977
Uzbekistan,UZB,2011,18200.81
Uzbekistan,UZB,2012,19028.145
Uzbekistan,UZB,2013,19490.537
Uzbekistan,UZB,2014,20138.121
Vanuatu,VUT,1990,118.48656
Vanuatu,VUT,1991,122.89974
Vanuatu,VUT,1992,126.61766
Vanuatu,VUT,1993,129.29268
Vanuatu,VUT,1994,133.13469
Vanuatu,VUT,1995,133.24301
Vanuatu,VUT,1996,135.71515
Vanuatu,VUT,1997,137.13416
Vanuatu,VUT,1998,138.79504
Vanuatu,VUT,1999,141.96263
Vanuatu,VUT,2000,141.07759
Vanuatu,VUT,2001,145.45662
Vanuatu,VUT,2002,144.21198
Vanuatu,VUT,2003,145.34908
Vanuatu,VUT,2004,150.19061
Vanuatu,VUT,2005,159.5064
Vanuatu,VUT,2006,166.63557
Vanuatu,VUT,2007,174.87112
Vanuatu,VUT,2008,182.49428
Vanuatu,VUT,2009,188.67455
Vanuatu,VUT,2010,194.98347
Vanuatu,VUT,2011,204.01062
Vanuatu,VUT,2012,210.02547
Vanuatu,VUT,2013,216.36403
Vanuatu,VUT,2014,222.30774
Venezuela,VEN,1990,10204.828
Venezuela,VEN,1991,10461.074
Venezuela,VEN,1992,10593.012
Venezuela,VEN,1993,10719.863
Venezuela,VEN,1994,11055.712
Venezuela,VEN,1995,10990.268
Venezuela,VEN,1996,10668.169
Venezuela,VEN,1997,10335.018
Venezuela,VEN,1998,10750.414
Venezuela,VEN,1999,10802.175
Venezuela,VEN,2000,10877.811
Venezuela,VEN,2001,11166.166
Venezuela,VEN,2002,11538.166
Venezuela,VEN,2003,12153.951
Venezuela,VEN,2004,11689.405
Venezuela,VEN,2005,11943.41
Venezuela,VEN,2006,12706.037
Venezuela,VEN,2007,13259.097
Venezuela,VEN,2008,13792.767
Venezuela,VEN,2009,13826.689
Venezuela,VEN,2010,12975.69
Venezuela,VEN,2011,13148.66
Venezuela,VEN,2012,13656.355
Venezuela,VEN,2013,13508.429
Venezuela,VEN,2014,13514.735
Vietnam,VNM,1990,50139.805
Vietnam,VNM,1991,51464.656
Vietnam,VNM,1992,52771.113
Vietnam,VNM,1993,54018.85
Vietnam,VNM,1994,55267.9
Vietnam,VNM,1995,56493.13
Vietnam,VNM,1996,57879.824
Vietnam,VNM,1997,59376.625
Vietnam,VNM,1998,60967.652
Vietnam,VNM,1999,62650.86
Vietnam,VNM,2000,64368.703
Vietnam,VNM,2001,66636.65
Vietnam,VNM,2002,68897.54
Vietnam,VNM,2003,71174.836
Vietnam,VNM,2004,73445.984
Vietnam,VNM,2005,75516.55
Vietnam,VNM,2006,77426.01
Vietnam,VNM,2007,79610.984
Vietnam,VNM,2008,81451.25
Vietnam,VNM,2009,83105.984
Vietnam,VNM,2010,84214.77
Vietnam,VNM,2011,85691.66
Vietnam,VNM,2012,86886.77
Vietnam,VNM,2013,88162.66
Vietnam,VNM,2014,89405.766
Wales,,1990,9997.156
Wales,,1991,9841.694
Wales,,1992,9763.008
Wales,,1993,9786.902
Wales,,1994,9551.017
Wales,,1995,9493.794
Wales,,1996,9303.705
Wales,,1997,9148.643
Wales,,1998,9019.674
Wales,,1999,9000.953
Wales,,2000,8714.87
Wales,,2001,8452.23
Wales,,2002,8355.755
Wales,,2003,8256.791
Wales,,2004,8074.6836
Wales,,2005,7925.3833
Wales,,2006,7720.4824
Wales,,2007,7634.528
Wales,,2008,7583.7515
Wales,,2009,7464.9136
Wales,,2010,7338.1113
Wales,,2011,7251.033
Wales,,2012,7197.554
Wales,,2013,7146.189
Wales,,2014,6912.221
Western Pacific Region (WHO),,1990,1917323
Western Pacific Region (WHO),,1991,1971958.9
Western Pacific Region (WHO),,1992,2027949.8
Western Pacific Region (WHO),,1993,2079211.4
Western Pacific Region (WHO),,1994,2118454
Western Pacific Region (WHO),,1995,2166711.2
Western Pacific Region (WHO),,1996,2206701.5
Western Pacific Region (WHO),,1997,2237262.8
Western Pacific Region (WHO),,1998,2285367.5
Western Pacific Region (WHO),,1999,2348335.5
Western Pacific Region (WHO),,2000,2427055
Western Pacific Region (WHO),,2001,2473771.5
Western Pacific Region (WHO),,2002,2523828.2
Western Pacific Region (WHO),,2003,2570130
Western Pacific Region (WHO),,2004,2634272
Western Pacific Region (WHO),,2005,2649135.2
Western Pacific Region (WHO),,2006,2590934.5
Western Pacific Region (WHO),,2007,2575605
Western Pacific Region (WHO),,2008,2602152.2
Western Pacific Region (WHO),,2009,2639424.2
Western Pacific Region (WHO),,2010,2684724.5
Western Pacific Region (WHO),,2011,2706474
Western Pacific Region (WHO),,2012,2713316.5
Western Pacific Region (WHO),,2013,2714745.8
Western Pacific Region (WHO),,2014,2727459.5
World,OWID_WRL,1990,5868490
World,OWID_WRL,1991,5969961.5
World,OWID_WRL,1992,6091137
World,OWID_WRL,1993,6257466.5
World,OWID_WRL,1994,6363333.5
World,OWID_WRL,1995,6424367
World,OWID_WRL,1996,6455375
World,OWID_WRL,1997,6499984
World,OWID_WRL,1998,6540882
World,OWID_WRL,1999,6619859
World,OWID_WRL,2000,6711003.5
World,OWID_WRL,2001,6767584.5
World,OWID_WRL,2002,6852641.5
World,OWID_WRL,2003,6906395
World,OWID_WRL,2004,6900363
World,OWID_WRL,2005,6955588
World,OWID_WRL,2006,6884440.5
World,OWID_WRL,2007,6888847.5
World,OWID_WRL,2008,6965733
World,OWID_WRL,2009,6975911
World,OWID_WRL,2010,7030932
World,OWID_WRL,2011,7060419.5
World,OWID_WRL,2012,7101157
World,OWID_WRL,2013,7141391.5
World,OWID_WRL,2014,7184137
Yemen,YEM,1990,8574.94
Yemen,YEM,1991,8725.183
Yemen,YEM,1992,8910.492
Yemen,YEM,1993,9100.801
Yemen,YEM,1994,9306.292
Yemen,YEM,1995,9486.338
Yemen,YEM,1996,9645.566
Yemen,YEM,1997,9816.071
Yemen,YEM,1998,9937.241
Yemen,YEM,1999,10180.472
Yemen,YEM,2000,10353.263
Yemen,YEM,2001,10512.267
Yemen,YEM,2002,10759.712
Yemen,YEM,2003,10982.602
Yemen,YEM,2004,11217.689
Yemen,YEM,2005,11445.074
Yemen,YEM,2006,11720.227
Yemen,YEM,2007,11971.147
Yemen,YEM,2008,12326.268
Yemen,YEM,2009,12511.505
Yemen,YEM,2010,12597.7295
Yemen,YEM,2011,12986.572
Yemen,YEM,2012,13315.198
Yemen,YEM,2013,13693.992
Yemen,YEM,2014,13999.863
Zambia,ZMB,1990,2873.4104
Zambia,ZMB,1991,3034.1614
Zambia,ZMB,1992,3179.771
Zambia,ZMB,1993,3325.8318
Zambia,ZMB,1994,3467.959
Zambia,ZMB,1995,3608.4773
Zambia,ZMB,1996,3715.4365
Zambia,ZMB,1997,3787.6624
Zambia,ZMB,1998,3853.4368
Zambia,ZMB,1999,3897.131
Zambia,ZMB,2000,3940.6204
Zambia,ZMB,2001,3947.7893
Zambia,ZMB,2002,3970.3672
Zambia,ZMB,2003,3996.6748
Zambia,ZMB,2004,4012.3716
Zambia,ZMB,2005,4019.2446
Zambia,ZMB,2006,4057.1045
Zambia,ZMB,2007,4040.5122
Zambia,ZMB,2008,4050.7654
Zambia,ZMB,2009,4064.3076
Zambia,ZMB,2010,4144.1636
Zambia,ZMB,2011,4213.4004
Zambia,ZMB,2012,4223.7603
Zambia,ZMB,2013,4237.982
Zambia,ZMB,2014,4282.1367
Zimbabwe,ZWE,1990,5448.3105
Zimbabwe,ZWE,1991,5477.879
Zimbabwe,ZWE,1992,5706.026
Zimbabwe,ZWE,1993,5898.427
Zimbabwe,ZWE,1994,6166.7905
Zimbabwe,ZWE,1995,6500.604
Zimbabwe,ZWE,1996,6655.839
Zimbabwe,ZWE,1997,6883.769
Zimbabwe,ZWE,1998,7134.5435
Zimbabwe,ZWE,1999,7311.4155
Zimbabwe,ZWE,2000,7558.9067
Zimbabwe,ZWE,2001,7603.245
Zimbabwe,ZWE,2002,7741.717
Zimbabwe,ZWE,2003,7817.065
Zimbabwe,ZWE,2004,7952.6914
Zimbabwe,ZWE,2005,8018.067
Zimbabwe,ZWE,2006,8096.1396
Zimbabwe,ZWE,2007,8196.552
Zimbabwe,ZWE,2008,8421.095
Zimbabwe,ZWE,2009,8468.644
Zimbabwe,ZWE,2010,8486.23
Zimbabwe,ZWE,2011,8419.166
Zimbabwe,ZWE,2012,8343.81
Zimbabwe,ZWE,2013,8273.502
Zimbabwe,ZWE,2014,8298.047
